ices_code	ices_description	code_type
06A6	Alkor	SHIPC
06A7	Atair	SHIPC
06A8	Atair	SHIPC
06A9	Alianca Andes	SHIPC
06AA	ALEMANIA	SHIPC
06AB	ALSTER EXPRESS	SHIPC
06AC	WEGA	SHIPC
06AD	ANTON DOHRN I	SHIPC
06AE	AADE	SHIPC
06AF	A FREYMANN	SHIPC
06AG	AVON	SHIPC
06AH	A. LEONHARDT	SHIPC
06AI	Meerkatze	SHIPC
06AJ	AUSSENJADE	SHIPC
06AK	ALKOR	SHIPC
06AL	ALTAIR	SHIPC
06AM	AMRUMBANK	SHIPC
06AN	ARKONA BECKEN	SHIPC
06AO	ANDREA	SHIPC
06AP	LIGHT SHIP ELBE 1	SHIPC
06AQ	Polarstern	SHIPC
06AR	AROS	SHIPC
06AS	JEBSEN SOUTHLAND	SHIPC
06AT	CONTSHIP ACTION	SHIPC
06AU	AUGUSTA	SHIPC
06AV	Alexander von Humboldt	SHIPC
06AW	TFL ADAMS	SHIPC
06AX	AXENFELS	SHIPC
06AY	COLUMBUS OREGON	SHIPC
06AZ	VALDIVIA	SHIPC
06B2	BUTT	SHIPC
06B3	BONN EXPRESS	SHIPC
06B4	Cap Reinga	SHIPC
06BA	BAUMWALL	SHIPC
06BB	BUNTENSTEIN	SHIPC
06BC	BUCHENSTEIN	SHIPC
06BD	BADENSTEIN	SHIPC
06BE	SONNE	SHIPC
06BF	NORDDEICH	SHIPC
06BG	BOERGEN	SHIPC
06BH	BRUNSHAUSEN	SHIPC
06BI	BISCHOFSTEIN	SHIPC
06BJ	ORIENTAL KNIGHT	SHIPC
06BK	BRITTA KRUEGER	SHIPC
06BL	BLITZ	SHIPC
06BM	BORNHOLM GATT	SHIPC
06BN	BANT	SHIPC
06BO	BORKUMRIFF	SHIPC
06BP	PETRITERM	SHIPC
06BQ	SAXON STAR	SHIPC
06BR	BRUNSKAMP	SHIPC
06BS	BUISE	SHIPC
06BT	BUNTENTOR	SHIPC
06BU	BURCHANA	SHIPC
06BV	BAVARIA	SHIPC
06BW	EUROLINER	SHIPC
06BX	SZCZECIN TRADER	SHIPC
06BY	BAYERNSTEIN	SHIPC
06BZ	UBENA	SHIPC
06C0	DALLAS EXPRESS	SHIPC
06C1	CARL FR. GAUSS	SHIPC
06C3	SOFIA EXPRESS	SHIPC
06CA	MOSEL	SHIPC
06CB	WISMAR	SHIPC
06CC	COLUMBUS CANTERBURY	SHIPC
06CD	COLUMBUS CANADA	SHIPC
06CE	ICEBIRD	SHIPC
06CF	CAP FINISTERRE	SHIPC
06CG	COLUMBUS COROMANDEL	SHIPC
06CH	COLUMBUS FLORIDA	SHIPC
06CI	Capella	SHIPC
06CJ	Christiane Bolten	SHIPC
06CK	CAP VICTOR	SHIPC
06CL	COLUMBUS LOUISIANA	SHIPC
06CM	Rio de la Plata	SHIPC
06CN	Cornelia	SHIPC
06CO	CORDILLERA	SHIPC
06CR	CORAL ESSBERGER	SHIPC
06CS	EBERHART ESSERBERGER	SHIPC
06CT	COLUMBUS VIRGINIA	SHIPC
06CV	COLUMBUS VICTORIA	SHIPC
06CW	COLUMBUS WELLINGTON	SHIPC
06CX	ACT 10	SHIPC
06CY	CONTI ASIA	SHIPC
06CZ	CANBERRA EXPRESS	SHIPC
06DA	ANTON DOHRN II	SHIPC
06DB	Damkerort	SHIPC
06DE	DEUTSCHLAND	SHIPC
06DF	KARLSBURG	SHIPC
06DG	ERICA BOLTEN	SHIPC
06DH	ATHENE	SHIPC
06DJ	CHARLOTTE	SHIPC
06DK	MEIERWIK	SHIPC
06DL	PAASCHBURG	SHIPC
06DM	OTTO HAHN	SHIPC
06DN	DAGMAR AAEN	SHIPC
06DO	Drossel	SHIPC
06DR	DRACHE	SHIPC
06DW	NEW YORK EXPRESS	SHIPC
06E1	ELBE 1	SHIPC
06E2	ELBE 3	SHIPC
06E3	ELBE EXPRESS	SHIPC
06E7	QUEST	SHIPC
06EA	ELBSANDE	SHIPC
06EB	ELLENBOGEN	SHIPC
06EC	NEDLLOYD ENCOUNTER	SHIPC
06ED	ESSO DEUTSCHLAND	SHIPC
06EE	ESSO EUROPA	SHIPC
06EF	ERZHERZOG FRIEKRICK	SHIPC
06EG	ARGE ELBE	SHIPC
06EH	HERMANN MARWEDE	SHIPC
06EL	ELBE	SHIPC
06EM	EMS	SHIPC
06EN	EENDRACHT	SHIPC
06ER	E. ROTH	SHIPC
06ES	ELSFLETH	SHIPC
06EV	EISVOGEL	SHIPC
06EX	Explora	SHIPC
06EZ	Elisabeth Mann Borgese	SHIPC
06FD	FRIESLAND	SHIPC
06FE	FEHMARNBELT	SHIPC
06FF	ESSEN EXPRESS	SHIPC
06FI	FRIDTJOF NANSEN	SHIPC
06FJ	CMA CGM BALZAC	SHIPC
06FK	FRANKFURT	SHIPC
06FL	FLENSBURG	SHIPC
06FM	MORAY FIRTH	SHIPC
06FN	FINO 1	SHIPC
06FR	FRANKEN	SHIPC
06G0	ROBIN HOOD	SHIPC
06G1	Gauss	SHIPC
06G2	Gauss	SHIPC
06GA	GAUSS	SHIPC
06GB	SPARKLING WAVE	SHIPC
06GC	GERBEK	SHIPC
06GD	HUSUM	SHIPC
06GE	SINE IRA	SHIPC
06GF	STERN VON RIO	SHIPC
06GG	NEW LOVE	SHIPC
06GH	OSTEMAAT	SHIPC
06GI	ISAR	SHIPC
06GJ	LA LINDA	SHIPC
06GK	DEVON	SHIPC
06GL	GIGA	SHIPC
06GM	WILLIAM SHAKESPEARE	SHIPC
06GN	NEREUS	SHIPC
06GO	Grinna	SHIPC
06GP	AUDIEK	SHIPC
06GQ	DESIREE	SHIPC
06GR	GERTRUD II	SHIPC
06GS	CARSTEN	SHIPC
06GT	GERTRUD-MARTA	SHIPC
06GU	Gerda-Bianka	SHIPC
06GZ	GAZELLE	SHIPC
06H1	YANTIAN EXPRESS	SHIPC
06HA	HAHNENTOR	SHIPC
06HB	H. BAUMGARTEN	SHIPC
06HC	HANAU	SHIPC
06HD	NEUWERK	SHIPC
06HE	HEIDELBERG	SHIPC
06HF	FRIEDRICH HEINCKE	SHIPC
06HG	HORNGOLF	SHIPC
06HI	MONTE ALEGRE	SHIPC
06HK	HEINCKE	SHIPC
06HM	HAMMONIA	SHIPC
06HN	HANNOVER	SHIPC
06HP	HELICOPTER	SHIPC
06HR	HELGOLAND REEDE	SHIPC
06HS	HERMANN SCHULTE	SHIPC
06HT	HAITHABU	SHIPC
06HU	HUNTE	SHIPC
06HW	WALTHER HERWIG	SHIPC
06HX	HAMBURG EXPRESS	SHIPC
06HY	Hamburg Express	SHIPC
06HZ	SEOUL EXPRESS	SHIPC
06I0	Amadeus	SHIPC
06I1	IFM01	SHIPC
06I2	IFM02	SHIPC
06I3	IFM03	SHIPC
06I5	IFM05	SHIPC
06I6	IFM06	SHIPC
06I7	IFM07	SHIPC
06I8	IFM08	SHIPC
06I9	IFM09	SHIPC
06IA	IFM10	SHIPC
06IB	IFM11	SHIPC
06J2	JADE	SHIPC
06J6	NAGOYA EXPRESS	SHIPC
06JA	ADLERGRUND	SHIPC
06JD	ASTARTE	SHIPC
06JF	JULIUS FOCK	SHIPC
06JH	J. H. WILHEHNS.	SHIPC
06JI	BONN	SHIPC
06JM	JOHANNES MULLER	SHIPC
06JR	Clupea	SHIPC
06JS	Clupea	SHIPC
06JW	JAN WELLEM	SHIPC
06JX	DENEB	SHIPC
06K1	Komet	SHIPC
06K2	KOMET	SHIPC
06K3	Komet	SHIPC
06KA	KATJANA	SHIPC
06KB	KOELN ATLANTIC	SHIPC
06KF	KAP FARVEL	SHIPC
06KI	F. S. KIEL	SHIPC
06KL	HELGOLAND	SHIPC
06KM	KOMET	SHIPC
06KN	Helmsand	SHIPC
06KO	KOLMAR	SHIPC
06KQ	Gracechurch Comet	SHIPC
06KR	KIRA	SHIPC
06KW	W. KORTE	SHIPC
06KY	KYBFELS	SHIPC
06LA	LANGEOOG	SHIPC
06LB	LILLOOET	SHIPC
06LD	OELAND	SHIPC
06LE	LEILA	SHIPC
06lf	ROUTE: LIST - BODETSHAFEN	SHIPC
06LI	LINZERTOR	SHIPC
06ll	ROUTE: LIST - ELLENBORGEN	SHIPC
06LO	Ludwig Prandtl	SHIPC
06LT	LITTORINA	SHIPC
06LU	Mya	SHIPC
06LW	NAVY SHIP	SHIPC
06M1	Meerkatze	SHIPC
06M2	MARIA S. MERIAN	SHIPC
06M3	METEOR	SHIPC
06M4	MARIKA	SHIPC
06M5	METEOR	SHIPC
06M6	Mya II	SHIPC
06M7	MERKUR SKY	SHIPC
06MA	MAX WALDECK	SHIPC
06MB	MONTE ROSA	SHIPC
06ME	METEOR	SHIPC
06MF	Ramona	SHIPC
06MI	MINSEROOG	SHIPC
06MK	MAKRELE	SHIPC
06MM	Maria S. Merian - Oland	SHIPC
06MN	Maret	SHIPC
06MO	MOWE	SHIPC
06MP	Senckenberg	SHIPC
06MR	MEERKATZE	SHIPC
06MS	STRELASUND	SHIPC
06MT	METEOR	SHIPC
06MX	MOSEL EXPRESS	SHIPC
06N4	Meerkatze	SHIPC
06ND	NORDSEE	SHIPC
06NE	NEPTUN	SHIPC
06NI	Walther Herwig III	SHIPC
06NN	MONTE AZUL	SHIPC
06NO	NORDERNEY	SHIPC
06NQ	Clupea	SHIPC
06NR	Strelasund	SHIPC
06NU	ALEXANDER VON HUMBOLDT 2	SHIPC
06NV	NEDLLOYD VAN CLOON	SHIPC
06NX	Nixe II	SHIPC
06OA	MELLUM	SHIPC
06OR	CMA CGM ORCHID	SHIPC
06OS	OSTE	SHIPC
06OT	ANTWERPEN EXPRESS	SHIPC
06P1	POSEIDON	SHIPC
06P2	Planet	SHIPC
06P3	Planet	SHIPC
06P8	LV P11/P8	SHIPC
06PA	PANTHER	SHIPC
06PB	PAUL BENEKE	SHIPC
06PC	Planet	SHIPC
06PD	Prospekta	SHIPC
06PE	PEBANE	SHIPC
06PI	SEATRAIN PRINCETON	SHIPC
06PK	PROFESSOR ALBRECHT PENCK	SHIPC
06PL	PLANET	SHIPC
06PN	PETER PAN	SHIPC
06PO	POSEIDON	SHIPC
06PP	POLAR PARAGUAY	SHIPC
06PR	PURITAN	SHIPC
06PS	POSSEHL	SHIPC
06PT	PLUTOS	SHIPC
06PU	Polarfuchs	SHIPC
06PW	PELLWORM	SHIPC
06Q1	SCHARHOERN	SHIPC
06QE	OSAKA EXPRESS	SHIPC
06QM	HONG KONG EXPRESS	SHIPC
06QT	MONTE ACONCAGUA	SHIPC
06R7	ARKONA	SHIPC
06R8	Tuemmler	SHIPC
06RE	RUHR EXPRESS	SHIPC
06RH	RHEINLAND	SHIPC
06RO	ROTERSAND	SHIPC
06RT	URTE	SHIPC
06RU	P. H. RUSS	SHIPC
06RW	MSC ANTARES	SHIPC
06S1	Solea	SHIPC
06S2	S-2	SHIPC
06S3	DUBLIN EXPRESS	SHIPC
06SA	SEA COMMERCE	SHIPC
06SC	SCHWEDENECK	SHIPC
06SD	Wellington Express	SHIPC
06SE	SEEFALKE	SHIPC
06SF	SUDFALL	SHIPC
06SG	Schall	SHIPC
06SH	Storch	SHIPC
06SI	SIRIUS	SHIPC
06SJ	Stella Polaris	SHIPC
06SK	SKAGERAK	SHIPC
06SL	Solea	SHIPC
06SN	Sonne	SHIPC
06SO	SOLEA	SHIPC
06SP	STEPHANITOR	SHIPC
06SQ	SANTA CLARA	SHIPC
06SR	SANTA RITA	SHIPC
06ST	STUTTGART	SHIPC
06SU	SUNLINA	SHIPC
06SV	SVENJA	SHIPC
06SW	SCHWABE	SHIPC
06SX	SYDNEY EXPRESS	SHIPC
06SY	SPEYER	SHIPC
06T5	TOKYO EXPRESS	SHIPC
06T9	VALDIVIA	SHIPC
06TA	THOR	SHIPC
06TB	TABASIS	SHIPC
06TC	PLANET	SHIPC
06TE	TERTIUS	SHIPC
06TH	THURINGIA	SHIPC
06TM	Tuemmler	SHIPC
06TR	TRITON	SHIPC
06TU	TUEMMLER	SHIPC
06TY	TILLY EX TILLY RUSS	SHIPC
06U1	UTHOERN	SHIPC
06UE	ULSAN EXPRESS	SHIPC
06UN	UTHOERN	SHIPC
06UO	UTE OLTMANN	SHIPC
06US	KUALA LUMPUR EXPRESS	SHIPC
06UT	UTHOERN	SHIPC
06V5	TSINGTAO EXPRESS	SHIPC
06VH	A. V. HUMBOLDT	SHIPC
06VI	VICTOR HENSEN	SHIPC
06VP	VON PODBIELSKI	SHIPC
06VX	HASPA HAMBURG	SHIPC
06W1	Walther Herwig I	SHIPC
06W2	Walther Herwig II	SHIPC
06WA	WANGEROOGE	SHIPC
06WD	WESER EXPRESS	SHIPC
06WE	WESER	SHIPC
06WF	WESTFALIA	SHIPC
06WG	Wega II	SHIPC
06WH	WALTHER HERWIG	SHIPC
06WI	WIENERTOR	SHIPC
06WM	STADT WEIMAR	SHIPC
06WN	WASHINGTON	SHIPC
06WO	Beaufort	SHIPC
06WP	Funny Girl	SHIPC
06WR	Santa Federica	SHIPC
06WS	WINNARETTA SINGER	SHIPC
06WT	HERMANN WATTENBERG	SHIPC
06WW	SHANGHAI EXPRESS	SHIPC
06XN	BASLE EXPRESS	SHIPC
06XQ	NINGBO EXPRESS	SHIPC
06Y2	LEVERKUSEN EXPRESS	SHIPC
06YC	YANKEE CLIPPER	SHIPC
06YD	THOR HEYERDAHL	SHIPC
06YG	HOUSTON EXPRESS	SHIPC
06YQ	SHANGHAI EXPRESS	SHIPC
06YU	COLUMBUS TASMANIA	SHIPC
06Z9	FRANKFURT EXPRESS	SHIPC
06ZI	ZIETEN	SHIPC
0790	MULTIPLE SHIPS	SHIPC
0799	UNKNOWN PLATFORMS OF DDR	SHIPC
07AL	A. V. HUMBOLDT	SHIPC
07C1	CITY OF OPORTO	SHIPC
07DB	UFS DEUTSCHE BUCHT (BUOY)	SHIPC
07DS	DARSS SILL (BUOY)	SHIPC
07EH	ERNST HAECKEL	SHIPC
07EI	EISBAR	SHIPC
07EM	UFS TW EMS (BUOY)	SHIPC
07FB	UFS FEHMARNBELT (BUOY)	SHIPC
07GA	CARL FR. GAUSS	SHIPC
07GZ	GORLITZ	SHIPC
07KL	LH KIEL (BUOY)	SHIPC
07KR	J. L. KRUGER	SHIPC
07KS	Kronsort	SHIPC
07LK	KARL LIEBKNECHT	SHIPC
07MT	Mittelgrund	SHIPC
07NB	NORDSEEBOJE II (BUOY)	SHIPC
07OB	ODER BANK (BUOY)	SHIPC
07PE	PROFESSOR ALBRECHT PENCK	SHIPC
07PK	PROFESSOR OTTO KRUMMEL	SHIPC
07ST	Stollergrund	SHIPC
07WB	WALTER BARTH	SHIPC
082G	AUSTRAL	SHIPC
0890	MULTIPLE SHIPS	SHIPC
0899	UNKOWN PLATFORMS OF ARGENTINA	SHIPC
08AA	BAHIA AGUIRRE	SHIPC
08AB	ALMIRANTE BROWN	SHIPC
08AH	DR. BERNARDO HOUSSAY	SHIPC
08AI	ALMIRANTE IRIZAR	SHIPC
08AM	ALFEREZ MACKINLAY	SHIPC
08AN	ANTARCTICA	SHIPC
08AS	STORNI	SHIPC
08AZ	AZOPARDO	SHIPC
08BA	BUENOS AIRES	SHIPC
08BB	BAHIA BLANCA	SHIPC
08BC	BOUCHARD	SHIPC
08BD	CAPITAN OCA BALDA	SHIPC
08BP	BAHIA PARAISO	SHIPC
08BS	BAHIA BUEN SUCESO	SHIPC
08BW	BROWN	SHIPC
08CA	CAPITAN CANEPA II	SHIPC
08CC	CAPITAN CANEPA	SHIPC
08CH	CHIRIGUANO	SHIPC
08CL	COMODORO LASERRE	SHIPC
08CM	CORMORAN	SHIPC
08CR	COMODORO RIVADAVIA	SHIPC
08D8	Victor Angelescu	SHIPC
08DI	DIAGUITA	SHIPC
08DR	DRUMMOND	SHIPC
08EA	EL AUSTRAL	SHIPC
08EH	DR. EDUARDO L. HOLMBERG	SHIPC
08EM	EMBARCACION MENOR	SHIPC
08EN	ENTRE RIOS II	SHIPC
08ES	ESPORA	SHIPC
08FS	FIXED STATIONS	SHIPC
08GO	GOYENA	SHIPC
08GP	GENERAL PUEYRREDON	SHIPC
08GR	GUERRICO	SHIPC
08GV	GRANVILLE	SHIPC
08GZ	GENERAL ZAPIOLA	SHIPC
08HA	HEROINA	SHIPC
08HE	HERCULES	SHIPC
08IS	ISLAS ORCADAS	SHIPC
08L4	BERNIE	SHIPC
08LA	LA ARGENTINA	SHIPC
08LP	LA PLATA	SHIPC
08MD	MADRYN	SHIPC
08MI	MISIONES	SHIPC
08MO	Lenga	SHIPC
08P5	WILLIE	SHIPC
08PD	PUERTO DESEADO	SHIPC
08PI	PIEDRABUENA	SHIPC
08PK	PARKER	SHIPC
08RA	RANQUEL	SHIPC
08RE	REPUBLICA	SHIPC
08RO	Ciudad de Rosario	SHIPC
08RS	ROSALES	SHIPC
08SA	SARANDI	SHIPC
08SC	SANTA CRUZ	SHIPC
08SL	SAN LUIS	SHIPC
08SM	GENERAL SAN MARTIN	SHIPC
08SN	SANAVIRON	SHIPC
08SP	SPIRO	SHIPC
08ST	SAN JUAN	SHIPC
08TI	TRINIDAD	SHIPC
08YA	YAMANA	SHIPC
090K	SHEPPARTON	SHIPC
0915	COOTAMUDEA	SHIPC
0917	ESTELLE STAR	SHIPC
0920	KOOKABURRA	SHIPC
0926	SPIRIT OF TASMANIA II	SHIPC
092I	AUSTRALIAN PROSPECTOR	SHIPC
0955	GONDWANA	SHIPC
0956	PORTLAND	SHIPC
096U	Investigator	SHIPC
0970	NORTHWEST SANDPIPER	SHIPC
097H	CAPE FERGUSON	SHIPC
098O	Adrenalin Sprint	SHIPC
0990	MULTIPLE SHIPS	SHIPC
0999	UNKNOWN PLATFORMS OF AUSTRALIA	SHIPC
09A1	Anzac	SHIPC
09AA	DARWIN	SHIPC
09AB	OXLEY	SHIPC
09AC	SNIPE	SHIPC
09AD	ADELAIDE	SHIPC
09AE	SUPPLY	SHIPC
09AF	TEALE	SHIPC
09AG	AUSTRALIA STAR	SHIPC
09AH	ANRO AUSTRALIA	SHIPC
09AJ	CARLOCK	SHIPC
09AK	AUSTRALIAN PROGRESS	SHIPC
09AL	ALLUNGA	SHIPC
09AM	JOHN BURKE	SHIPC
09AN	ANZAC	SHIPC
09AP	PETUNIA ENDEAVOUR	SHIPC
09AQ	MARGARET PHILIPPA	SHIPC
09AR	AURORA AUSTRALIS	SHIPC
09AS	ARUNTA	SHIPC
09AT	AUSTRALIAN TRADER	SHIPC
09AU	AUSTRALIAN ENTERPRISE	SHIPC
09AX	FLINDERS	SHIPC
09B1	LINNAEUS	SHIPC
09B4	IRON CHIEFTAIN	SHIPC
09B7	ALBANY	SHIPC
09B9	LIZARD ISLAND	SHIPC
09BA	BARCOO	SHIPC
09BB	BOMBARD	SHIPC
09BC	BUCCANEER	SHIPC
09BD	MERMAID	SHIPC
09BE	BRAESIDE	SHIPC
09BK	BALIKPAPAN	SHIPC
09BL	BROULEE ISLAND	SHIPC
09BN	BENALLA	SHIPC
09BO	BOGONG	SHIPC
09BR	BRIDPORT	SHIPC
09BS	BRISBANE	SHIPC
09BT	BALLARAT	SHIPC
09C1	NORTHWEST SNIPE	SHIPC
09CA	CANBERRA	SHIPC
09CB	COOK	SHIPC
09CD	CAPE DON	SHIPC
09CE	CENTURY	SHIPC
09CM	CAPE MORETON	SHIPC
09CN	CASUARINA	SHIPC
09CP	CAPE PILLAR	SHIPC
09CR	COURAGEOUS	SHIPC
09CS	CAPE SORELL	SHIPC
09CX	SOLANDER	SHIPC
09DA	IRON DAMPIER	SHIPC
09DB	DRIFTING BUOY	SHIPC
09DE	DERWENT	SHIPC
09DF	DUYFKEN	SHIPC
09DH	DERWENT HUNTER	SHIPC
09DM	DIAMANTINA	SHIPC
09DU	DUCHESS	SHIPC
09DV	SIR DAVID MARTIN	SHIPC
09E3	PORT PHILLIP HEADS	SHIPC
09E4	PORT HACKING 100M	SHIPC
09E5	PORT HACKING 50M	SHIPC
09E6	COFFS HARBOUR	SHIPC
09E7	PORT MACQUARIE	SHIPC
09E8	PORT STEPHENS	SHIPC
09E9	PORT JACKSON	SHIPC
09ES	ESPERANCE	SHIPC
09EV	EVANS HEAD	SHIPC
09F1	BOTANY BAY	SHIPC
09F2	WOLLONGONG	SHIPC
09F4	KIAMA	SHIPC
09F5	JERVIS BAY	SHIPC
09F6	EDEN	SHIPC
09F7	BERMAGUI	SHIPC
09F8	ULLADULLA	SHIPC
09F9	MARIA ISLAND	SHIPC
09FA	Franklin	SHIPC
09FD	IRON FLINDERS	SHIPC
09FL	FLINDERS	SHIPC
09FS	FIXED STATIONS	SHIPC
09FT	FANTOME	SHIPC
09G0	SL248	SHIPC
09G1	SAINT HELENS	SHIPC
09G2	SL281	SHIPC
09G3	SL286	SHIPC
09G4	LAURIETON	SHIPC
09G5	SL287	SHIPC
09G6	MORETON BAY	SHIPC
09GA	GASCOYNE	SHIPC
09GB	LORD HOWE ISLAND	SHIPC
09GC	BOOBIE ISLAND	SHIPC
09GD	LOW ISLES	SHIPC
09GE	GERALDTON	SHIPC
09GF	SG151	SHIPC
09GG	SG152	SHIPC
09GH	SG153	SHIPC
09GI	SG154	SHIPC
09GJ	SG155	SHIPC
09GK	SG514	SHIPC
09GL	SG516	SHIPC
09GN	SG519	SHIPC
09GO	SG520	SHIPC
09GP	SG521	SHIPC
09GQ	SG540	SHIPC
09GR	SL084	SHIPC
09GS	SL104	SHIPC
09GT	SL106	SHIPC
09GU	SL109	SHIPC
09GV	SL130	SHIPC
09GW	SL190	SHIPC
09GX	SL209	SHIPC
09GY	SL210	SHIPC
09GZ	SL239	SHIPC
09HA	HAMME	SHIPC
09HO	HOBART	SHIPC
09IE	IRON ENDEAVOUR	SHIPC
09IF	TASMANIAN ACHIEVER	SHIPC
09IK	IRON KEMBLA	SHIPC
09IN	INVESTIGATOR	SHIPC
09IS	ISLANDER VI	SHIPC
09J1	LOW HEAD	SHIPC
09J5	BARROW ISLAND	SHIPC
09JA	JASUS	SHIPC
09JB	JAY BEE	SHIPC
09JC	JERVIS BAY	SHIPC
09JE	JO ELLEN	SHIPC
09K2	ROTTNEST ISLAND	SHIPC
09K7	RIG SEISMIC	SHIPC
09KA	KALINDA	SHIPC
09KB	KINGFISH B	SHIPC
09KG	KUNGHARMARIS	SHIPC
09KI	KIMBLA	SHIPC
09KN	KARIN	SHIPC
09KO	KOOLIGA	SHIPC
09KR	KORRINGA	SHIPC
09LC	LADY CHRISTINE	SHIPC
09LE	LEEUWIN	SHIPC
09LN	LANCELIN	SHIPC
09LU	NORTHWEST STORMPETREL	SHIPC
09M5	SL416	SHIPC
09MA	MARELDA	SHIPC
09MB	MELBOURNE	SHIPC
09MD	MAGGA DAN	SHIPC
09ME	MAKEDA	SHIPC
09MH	MAHENO	SHIPC
09MK	MALSKULA	SHIPC
09ML	MALAITA	SHIPC
09MN	MONTORO	SHIPC
09MO	MORESBY	SHIPC
09MQ	MACQUARIE HARBOUR	SHIPC
09MR	MOANA RAOI	SHIPC
09MT	MORIALTA	SHIPC
09MU	MURCHISON	SHIPC
09MV	MELVILLE	SHIPC
09N9	Atlas 2000	SHIPC
09NA	NAMERY	SHIPC
09NB	NIMITYBEL	SHIPC
09NC	IRON NEW CASTLE	SHIPC
09ND	NELLA DAN	SHIPC
09NE	NORTH ESK	SHIPC
09NG	NGAKUTA	SHIPC
09NL	NICOL BAY	SHIPC
09NR	NORFOLK ISLAND	SHIPC
09NT	NORTHWEST TRADER	SHIPC
09NW	NEWCASTLE	SHIPC
09O6	ABURRI	SHIPC
09OT	OTAGO	SHIPC
09PA	PARRAMATTA	SHIPC
09PB	PATEENA	SHIPC
09PC	IRON PACIFIC	SHIPC
09PD	PARRAMATTA	SHIPC
09PE	PERTH	SHIPC
09PL	PALUMA	SHIPC
09PN	PENAEUS	SHIPC
09PR	PERTH	SHIPC
09PT	PATANELA	SHIPC
09PU	PALUMA	SHIPC
09Q8	PORT MACDONNELL	SHIPC
09QA	QUADRANT	SHIPC
09QI	QUIBERON	SHIPC
09QM	QUICKMATCH	SHIPC
09QU	QUEENBOROUGH	SHIPC
09R9	HERON ISLAND	SHIPC
09RA	ORSOVA	SHIPC
09RB	ROBRAY I	SHIPC
09RO	RONA	SHIPC
09RS	ROSALIND STAR	SHIPC
09SA	SAGA	SHIPC
09SB	STRADBROKE	SHIPC
09SC	SCANDIA	SHIPC
09SD	SLETFJORD	SHIPC
09SE	SOUTHERN ENDEAVOUR	SHIPC
09SF	STANLEY FOWLER	SHIPC
09SG	SAORI	SHIPC
09SH	SYDNEY	SHIPC
09SJ	SWAN	SHIPC
09SK	SEAWAY KING	SHIPC
09SL	SLIDRE TIMUR	SHIPC
09SM	SLETHOLM	SHIPC
09SP	SAN PEDRO STRAIT	SHIPC
09SR	SARANG	SHIPC
09SS	SOUTHERN SURVEYOR	SHIPC
09ST	STUART	SHIPC
09SU	STUART	SHIPC
09SV	SOELA	SHIPC
09SW	SWAN	SHIPC
09SX	STORM BAY	SHIPC
09SY	SPRIGHTLY	SHIPC
09T1	FAVORITE	SHIPC
09T2	DEGEI	SHIPC
09T3	HUON	SHIPC
09T4	ROBYN JULIE	SHIPC
09T5	HERMAY	SHIPC
09T6	TWO FREDDIES	SHIPC
09T7	TACOMA	SHIPC
09T8	CATRIONA B	SHIPC
09T9	CAPE BYRON	SHIPC
09TA	TAROONA	SHIPC
09TC	TIN CAN BAY	SHIPC
09TD	THALA DAN	SHIPC
09TE	TRI-ELLIS	SHIPC
09TF	Spirit of Tasmania I	SHIPC
09TI	TRIASTER	SHIPC
09TM	OTAMA	SHIPC
09TO	TOBRUK	SHIPC
09TP	TOBRUK	SHIPC
09TR	TORRENS	SHIPC
09TT	TOOWOOMBA	SHIPC
09TU	TULAGI	SHIPC
09TW	OTWAY	SHIPC
09U1	MAMEENA	SHIPC
09U2	LOCH LOMOND	SHIPC
09U5	MIRRABOOKA	SHIPC
09U6	VIDA	SHIPC
09U7	PELAMIS	SHIPC
09U8	ST MICHELLE	SHIPC
09U9	BIN TANG TERANG	SHIPC
09UK	SOUTHERN CHAMPION	SHIPC
09V1	Bhagwan K	SHIPC
09V6	BROOME	SHIPC
09VA	VAMPIRE	SHIPC
09VE	VENDETTA	SHIPC
09VO	VOYAGER	SHIPC
09W1	IBEX	SHIPC
09W2	EDEN STAR	SHIPC
09W3	MARCONI'S CROSS	SHIPC
09W4	IMLAY	SHIPC
09W5	SMADA	SHIPC
09W6	LISMORE STAR	SHIPC
09W7	CAPE BARON	SHIPC
09W8	MARY ANNE SIMMS	SHIPC
09W9	CHALLENGE	SHIPC
09WA	WARREEN	SHIPC
09WE	WEERUTTA	SHIPC
09WG	WARREGO	SHIPC
09WI	WAIMEA	SHIPC
09WK	WAIKARE	SHIPC
09WM	Warramunga	SHIPC
09WN	WANGANELLA	SHIPC
09WO	WOOMERA	SHIPC
09WR	WARRAMUNGA	SHIPC
09WT	WATTAMOLLA	SHIPC
09WX	NORTHWEST SANDERLING	SHIPC
09WY	WYUNA	SHIPC
09X1	ENFIELD	SHIPC
09X2	RICHARD ALLEN	SHIPC
09X3	AGNES JAMES	SHIPC
09X4	KEMBLE	SHIPC
09X5	AJAX	SHIPC
09X6	UNA VOCE	SHIPC
09X7	PETONI	SHIPC
09X9	GLADIATOR	SHIPC
09Y1	HUNTER	SHIPC
09Y2	GIPSY	SHIPC
09Y3	ALLANWOOD	SHIPC
09Y4	ADVANCE	SHIPC
09Y5	FREMANTLE	SHIPC
09Y6	IBIS	SHIPC
09Y7	IRON BOGONE	SHIPC
09Y8	IRON HUNTER	SHIPC
09Y9	STALWART	SHIPC
09YA	YARRA	SHIPC
09Z4	CROWDY HEAD	SHIPC
09Z5	DIAMOND HEAD	SHIPC
09Z6	LAKE CATHIE	SHIPC
